name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Beautiful private unit in the heart of Brooklyn,2520125,Katja,Brooklyn,East New York,40.66171,-73.89891,Entire home/apt,69,4,159,6/23/2019,3.25,2,48
"Room in front of Prospect Park, 1 block to subway",1660261,Andres Mekos,Brooklyn,Prospect-Lefferts Gardens,40.65859,-73.96196,Private room,40,6,10,4/15/2019,0.21,1,0
Light filled room w/full size bed in LES,24052348,Tara,Manhattan,East Village,40.72052,-73.98003,Shared room,65,10,21,12/30/2017,0.38,4,0
BRIGHT!-STEPS TO PARK!-SUBWAY OUTSIDE!-FITS 4!,2592109,Lia,Manhattan,Upper East Side,40.76904,-73.95902,Entire home/apt,160,14,20,6/20/2019,0.37,1,43
"Spacious 1 BR, En Suite in Brownstone!",9492212,Emily And Joel,Brooklyn,Park Slope,40.6702,-73.97885,Private room,135,2,88,12/31/2018,1.6,4,0
"Stunning Lower East 2 Bed, Live New York Style!",6230230,John,Manhattan,Lower East Side,40.71927,-73.98511,Entire home/apt,109,3,42,6/13/2019,1.13,3,7
Lovely Room in a 2 BR in Greenpoint,24075308,Saskia,Brooklyn,Greenpoint,40.72518,-73.93844,Private room,85,14,3,7/3/2015,0.05,1,0
Lower East Side True 1 BR,24020050,Max,Manhattan,Chinatown,40.71566,-73.99076,Entire home/apt,189,4,25,4/15/2019,0.48,1,191
Prospect Park 2BR Near MANHATTAN!!!,2563415,Anthony,Brooklyn,Prospect-Lefferts Gardens,40.655,-73.96109,Entire home/apt,125,3,56,6/16/2019,2.42,1,19
Classic East Village Apartment,9953720,Eva,Manhattan,East Village,40.72921,-73.98631,Private room,140,1,1,1/3/2015,0.02,1,0
1 BR in shiny new building + bikes!,6349214,David,Brooklyn,Fort Greene,40.69492,-73.97061,Entire home/apt,160,3,4,12/30/2017,0.07,1,0
"Parkslope, 1 bdrm, steps to subway",24094211,Rebecca,Brooklyn,Park Slope,40.67256,-73.97229,Entire home/apt,115,5,4,1/2/2017,0.08,1,0
"Large, Cozy One Bedroom Apartment",8291260,Elizabeth,Manhattan,Washington Heights,40.85171,-73.92894,Entire home/apt,80,3,31,6/29/2019,0.56,1,68
Luxury 1BD apt by Prospect Park,7518105,Dan & Michelle,Brooklyn,Windsor Terrace,40.64961,-73.97465,Entire home/apt,198,2,7,6/4/2017,0.13,1,0
Astoria Queens great room for rent!,24109809,Jonathon,Queens,Astoria,40.77271,-73.93159,Private room,200,1,0,,,1,0
Large eclectic studio East Village,1420868,Oksana,Manhattan,East Village,40.7257,-73.9795,Entire home/apt,230,1,46,5/10/2019,0.84,1,353
Manhattan! Bunk beds for 10+,23334165,Patricia,Manhattan,Harlem,40.82396,-73.94388,Entire home/apt,450,5,81,6/9/2019,1.48,3,303
Best Block Clean Luxury Loft in SoHo,745486,Re,Manhattan,SoHo,40.72592,-73.99933,Entire home/apt,895,1,66,6/24/2019,1.18,1,365
Quiet and cozy 2BR. Great location!,4517642,Kali,Manhattan,Morningside Heights,40.8104,-73.95977,Entire home/apt,170,3,6,5/23/2016,0.11,1,0
Large Sunny Apartment in Astoria,24117644,Joshua,Queens,Astoria,40.75583,-73.92596,Private room,120,3,18,1/11/2017,0.33,2,0
"Cozy 1BR, 5 minutes from the train",24118443,Megan,Brooklyn,Williamsburg,40.7193,-73.94502,Entire home/apt,140,2,18,12/28/2018,0.33,1,0
SUNNY GUEST BDRM in Fort Greene!,3175065,Taya,Brooklyn,Fort Greene,40.69207,-73.97407,Private room,70,14,18,6/30/2019,0.35,1,128
"""The Green Room"": Harlem Brownstone",21455957,Jason & Agnes,Manhattan,Harlem,40.81995,-73.94607,Private room,70,3,122,6/29/2019,2.19,2,243
Best value single room in New York B5,20559017,Yohan,Manhattan,East Harlem,40.78644,-73.9438,Private room,45,30,4,2/14/2018,0.08,9,311
Lovely Duplex in Brooklyn,21688465,William,Brooklyn,Crown Heights,40.67489,-73.93081,Private room,140,3,148,7/3/2019,2.88,1,0
Pre-War Apt on Central Park West!,24041562,Darren,Manhattan,Upper West Side,40.78697,-73.96929,Entire home/apt,600,5,6,8/5/2016,0.11,1,0
Beautiful 2 Bdrm Duplex w Backyard,16018853,Sasha,Brooklyn,Clinton Hill,40.69289,-73.96701,Entire home/apt,195,4,0,,,1,0
Cozy Room by CentralPark-Times Sq,24132118,Deborah,Manhattan,Hell's Kitchen,40.76793,-73.98817,Private room,79,7,1,6/17/2015,0.02,1,0
Entire 2 Bedroom Apartment - 20 min to Times Sqr,4098538,Olga,Manhattan,Harlem,40.82768,-73.94737,Entire home/apt,55,14,2,1/8/2017,0.05,1,0
Unique 2 Bed/2 Bath Duplex Apt,24144577,Bill,Manhattan,Harlem,40.80382,-73.94476,Entire home/apt,275,3,41,5/12/2019,0.79,1,258
Cozy Bedroom in Large Apartment,18511357,Meagan,Queens,Ditmars Steinway,40.77272,-73.90757,Private room,60,7,1,7/1/2017,0.04,1,0
Idy Safe Secure mins to Times Square 5*,24146326,Julien,Queens,Astoria,40.76638,-73.93236,Entire home/apt,195,3,86,6/8/2019,1.69,2,248
Best value double room in New York B4,20559017,Yohan,Manhattan,East Harlem,40.78512,-73.94409,Private room,50,30,5,12/30/2018,0.11,9,330
1 Bdrm in Greenwich Village,2312420,Marie-Claire,Manhattan,West Village,40.73317,-74.00118,Entire home/apt,125,30,31,5/12/2019,0.83,2,346
Beautifully Furnished 1 BR w/Office,24149026,Nychele,Bronx,Concourse Village,40.82393,-73.92414,Entire home/apt,145,5,1,1/2/2016,0.02,1,0
Furnished studioA UES (30 days MIN),23772724,Elem,Manhattan,Upper East Side,40.77388,-73.95343,Entire home/apt,99,30,15,4/30/2019,0.31,15,341
Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241,-73.96354,Entire home/apt,130,1,9,12/27/2015,0.16,1,0
Spacious luxury loft Downtown NYC,1901846,Andre,Manhattan,Lower East Side,40.7136,-73.98936,Entire home/apt,115,3,8,7/19/2016,0.16,1,0
Master Bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83212,-73.93054,Private room,60,1,56,6/23/2019,1.09,3,355
West Village upscale apartment,966461,Jon,Manhattan,West Village,40.73814,-74.00047,Entire home/apt,199,4,108,6/8/2019,1.93,1,162
"Great bright 1BR,in true BK style",3108161,Michelle,Brooklyn,Williamsburg,40.71596,-73.95876,Entire home/apt,170,3,22,9/26/2017,0.4,1,0
"1,200 sq/ft loft +private backyard ",10476487,Avi,Manhattan,SoHo,40.72632,-74.00749,Entire home/apt,385,3,1,2/16/2015,0.02,1,365
Cozy 1-BDR apartment on Manhattan,24191104,Timur,Manhattan,Morningside Heights,40.81099,-73.95759,Entire home/apt,125,4,0,,,1,0
"Good, clean quite, and private!",10387090,Luis Enrique,Brooklyn,Bushwick,40.68348,-73.90817,Private room,37,30,6,9/1/2015,0.11,5,333
Cozy 1BR in the heart of Harlem,23939128,Mariela,Manhattan,Harlem,40.8136,-73.94999,Entire home/apt,80,5,5,11/23/2017,0.1,1,0
Spacious private BR 2 Queen beds & 3 mins to train,24195428,Maireni,Brooklyn,Crown Heights,40.66811,-73.93393,Private room,65,1,222,6/17/2019,3.99,1,292
2 Bedroom West Village Manhattan,24195790,Patrick,Manhattan,Greenwich Village,40.73444,-73.99761,Entire home/apt,600,1,0,,,1,0
sunny & spacious one-bedroom ,24048208,Maura,Brooklyn,Bedford-Stuyvesant,40.6848,-73.95728,Entire home/apt,140,3,0,,,1,0
Big quiet room in Harlem,7304425,Elia,Manhattan,Harlem,40.82888,-73.94467,Private room,56,1,7,6/7/2016,0.14,1,0
Sunny Lg BR in 2BR apt- sleeps 2,23047797,Marie,Manhattan,Washington Heights,40.85658,-73.92656,Private room,70,2,7,9/28/2016,0.13,1,0
Entire Apt in Jackson Heights-25 min to Manhattan,24201950,Ceci,Queens,Jackson Heights,40.752,-73.88898,Entire home/apt,105,7,3,6/27/2019,0.17,1,141
"""Central Park"" View Prvt Room,Mnh  ",24208781,William Hakan,Manhattan,Harlem,40.80126,-73.95777,Private room,70,2,68,5/19/2019,1.31,1,129
"Cozy 2BD, 20 mins to Times SQ",2368446,Chelsey,Queens,Ditmars Steinway,40.77443,-73.90756,Private room,60,1,0,,,1,0
Living room & Bedroom_Williamsburg,4357223,Itziar,Brooklyn,Williamsburg,40.70574,-73.95552,Private room,120,1,0,,,1,0
LARGE GREAT STUDIO HELLS KITCHEN,7759020,Valmik,Manhattan,Hell's Kitchen,40.76663,-73.9895,Entire home/apt,150,1,3,6/8/2015,0.05,1,0
"Bright, contemporary and best location",24232061,Tracy,Manhattan,Upper East Side,40.77345,-73.95848,Private room,112,10,38,5/14/2019,0.78,3,157
"PRICE REDUCED! Clean, safe, & roomy",529546,Aditi,Manhattan,Hell's Kitchen,40.76865,-73.98672,Private room,145,3,0,,,2,0
Adelphi Garden Apartment,24236837,Faye,Brooklyn,Fort Greene,40.69549,-73.97144,Entire home/apt,80,30,6,5/31/2017,0.11,1,187
Spacious 2BR in UES - 30 DAYS MIN,23772724,Elem,Manhattan,Upper East Side,40.7734,-73.95357,Entire home/apt,99,30,6,8/16/2018,0.11,15,332
Flatiron studio next to Madison Pk,19007585,Darren,Manhattan,Flatiron District,40.744,-73.9907,Entire home/apt,110,7,11,3/25/2016,0.2,1,0
Cozy room in center of Park Slope,24253453,Lisah,Brooklyn,Park Slope,40.67489,-73.97963,Private room,70,2,120,1/4/2018,2.47,2,68
New Studio Loft in Williamsburg w/ Private Terrace,8501698,Meghan,Brooklyn,Williamsburg,40.71971,-73.95919,Entire home/apt,140,4,1,6/1/2016,0.03,1,0
"Brooklyn off J/Z, Newly Renovated",9123948,Chris,Brooklyn,Bedford-Stuyvesant,40.68229,-73.91574,Private room,46,4,3,1/3/2016,0.05,1,0
Artsy and Cozy 1b. - Walk Everywhere!,3753306,Michelle,Manhattan,Gramercy,40.73287,-73.98585,Entire home/apt,180,1,1,9/15/2017,0.05,1,0
1000 SQ FT Cobble Hill Ãœbercharmer,24268565,Daniel,Brooklyn,Cobble Hill,40.68982,-73.99675,Entire home/apt,250,1,185,7/5/2019,3.32,1,209
Cozy Garden Apartment in Bushwick!!,24269297,Caitlin,Brooklyn,Bushwick,40.69935,-73.9228,Private room,75,3,41,6/25/2019,0.81,1,294
"Chic 2Br/2bath, Lower Manhattan",1843216,Guillermo,Manhattan,Lower East Side,40.7135,-73.988,Entire home/apt,250,4,26,6/15/2019,0.61,1,102
Happy Chic Convenient New Listing!,4217567,Emily,Manhattan,Chelsea,40.7416,-73.99681,Entire home/apt,250,3,2,1/3/2016,0.04,1,0
Spacious bedroom for Summer Months,15642271,Julissa,Manhattan,Washington Heights,40.8442,-73.93721,Private room,60,1,3,7/13/2015,0.05,1,0
Cozy | Spacious | Great Location,4259327,Cole,Manhattan,Flatiron District,40.74128,-73.98428,Private room,95,7,10,5/26/2018,0.18,1,331
Sunny Cozy East Village Apartment,24067453,Danny,Manhattan,East Village,40.72274,-73.98143,Entire home/apt,138,11,5,1/3/2017,0.09,1,0
NY TIMES Featured Dumbo Penthouse,5352419,Brian,Brooklyn,Vinegar Hill,40.70213,-73.9838,Entire home/apt,550,20,1,6/12/2018,0.08,1,220
Cosy room in Brooklyn!2min to Sbwy,24291213,Joerg,Brooklyn,Sunset Park,40.64009,-74.01714,Private room,35,1,0,,,2,0
Huge Bdr in Loft in Williamsburg,11708876,Paloma,Brooklyn,Williamsburg,40.7114,-73.96293,Private room,90,1,0,,,1,0
Charming two bedroom in Greenpoint,17014518,Jessica,Brooklyn,Greenpoint,40.73039,-73.9541,Entire home/apt,180,1,0,,,1,0
Light and Spacious your 1BR Fort Greene Apt Awaits,41358,Jen,Brooklyn,Fort Greene,40.6908,-73.97332,Entire home/apt,145,2,1,9/28/2015,0.02,1,0
"Cozy 1BD in PLG, Brooklyn!",24295835,Aaron,Brooklyn,Prospect-Lefferts Gardens,40.66074,-73.96035,Entire home/apt,100,3,15,5/24/2017,0.27,1,0
Fort Greene Brooklyn 1 bedroom apt,21409261,Trey,Brooklyn,Fort Greene,40.69477,-73.97258,Entire home/apt,119,4,19,7/23/2017,0.36,1,0
Fantastic Room in Williamsburg,14320459,Hillary,Brooklyn,Williamsburg,40.70985,-73.94738,Private room,70,2,0,,,1,0
Charming Bohemian Bushwick Apt,24298733,Tuva,Brooklyn,Bushwick,40.69167,-73.92169,Private room,48,4,1,8/22/2015,0.02,2,0
Cozy Two-bedroom Apt in a Cute House in Brooklyn!,24298733,Tuva,Brooklyn,Kensington,40.6367,-73.97434,Private room,35,4,0,,,2,0
PEACEFUL NYC 2-Bedroom FLAT,10535719,Mike,Manhattan,East Harlem,40.79863,-73.93795,Entire home/apt,200,7,28,6/23/2019,0.55,3,363
Cozy bedroom in the heart of Lower East Side,15702523,Elia,Manhattan,Lower East Side,40.7198,-73.98434,Private room,64,2,58,12/9/2018,1.05,1,0
Master Bedroom in E.Village Triplex,7460434,Rocco,Manhattan,East Village,40.72119,-73.98021,Private room,120,3,25,6/6/2019,0.46,2,89
Brooklyn Oasis,24304871,Heather,Brooklyn,Flatbush,40.6536,-73.95811,Private room,50,2,23,4/1/2019,0.42,1,0
Boerum Hill Brownstone with Skylights,10568263,Stephanie,Brooklyn,Boerum Hill,40.68518,-73.9853,Entire home/apt,190,2,8,6/8/2019,0.87,1,0
New York Upper East Side Luxury Apt,24319884,Pete & Laurie,Manhattan,Upper East Side,40.77429,-73.95628,Entire home/apt,235,7,8,8/29/2017,0.16,1,0
"Private, quiet spacious room with tons of sun!",24117644,Joshua,Queens,Astoria,40.75572,-73.92632,Private room,70,3,74,6/26/2019,1.38,2,285
Amazing location! Cozy apartment!,633339,Sara,Manhattan,East Harlem,40.80651,-73.93776,Shared room,60,1,4,8/31/2015,0.08,1,0
"Private, sunny room!",6327629,Bb,Manhattan,Harlem,40.82502,-73.94404,Private room,90,3,1,12/8/2014,0.02,1,0
NEAR TIMES SQUARE & CENTRAL PARK!,529546,Aditi,Manhattan,Hell's Kitchen,40.76689,-73.98612,Private room,125,1,1,12/27/2014,0.02,2,0
Spacious Williamsburg Retreat,1265619,Felipe,Brooklyn,Williamsburg,40.72018,-73.96055,Entire home/apt,120,2,8,3/17/2019,0.16,1,8
Skyline View Piano Room,19972390,Melissa,Brooklyn,Greenpoint,40.73262,-73.95795,Private room,55,1,24,6/17/2016,0.44,1,157
"Manhattan, modern chic - 2BR/2Bath",670367,Paul,Manhattan,Hell's Kitchen,40.75614,-73.99341,Entire home/apt,225,7,0,,,1,0
ROOM AVAILABLE IN PERFECT FLAT,1511206,Mauricio,Manhattan,East Harlem,40.79912,-73.94187,Private room,150,2,1,9/30/2015,0.02,1,0
Harlem Renaissance,24343117,Sachin,Manhattan,East Harlem,40.80038,-73.94656,Entire home/apt,175,3,44,9/28/2016,0.8,1,280
GREAT ROOM IN ASTORIA QUEENS,24344136,Steffany,Queens,Astoria,40.76888,-73.90807,Private room,70,5,0,,,1,0
Comfy 2Bdr Railroad in Greenpoint,129558,Osvaldo,Brooklyn,Greenpoint,40.72907,-73.95468,Entire home/apt,112,2,8,10/10/2016,0.18,1,0
Stunning Pre-war Penthouse Studio ,24344873,Christopher,Manhattan,Kips Bay,40.74512,-73.98041,Entire home/apt,200,10,3,1/1/2016,0.05,1,0
RENTING SPACE IN WOODSIDE NYC,24347671,Ioanna,Queens,Sunnyside,40.74607,-73.91415,Shared room,105,1,19,5/26/2019,0.54,1,364
Charming brownstone,10148113,Caylah,Brooklyn,Bedford-Stuyvesant,40.68927,-73.94767,Private room,70,2,3,2/4/2015,0.05,1,0
"Spacious bedroom,amazing location! ",12098551,Ashley,Manhattan,Kips Bay,40.73937,-73.98187,Private room,115,3,1,1/2/2015,0.02,2,0
Cozy 2BR in the UES (MIN 30 DAYS),23772724,Elem,Manhattan,Upper East Side,40.78171,-73.94617,Entire home/apt,99,30,6,3/10/2019,0.15,15,225
1 BR with Steinway Grand Piano (30 Day Min),13976132,Joseph,Manhattan,Harlem,40.79973,-73.95541,Entire home/apt,120,3,133,6/22/2019,2.39,1,4
Fully Furnished Private Bedroom,21208237,Sam,Manhattan,East Harlem,40.79311,-73.94587,Private room,80,1,0,,,1,0
Private Room w/ Patio Near L Train!,2466294,Ian,Brooklyn,Bushwick,40.70131,-73.91745,Private room,90,2,8,5/21/2018,0.16,2,363
Spacious Apt in Bushwick!,2358032,Vanessa,Brooklyn,Bushwick,40.70027,-73.9231,Entire home/apt,70,4,8,9/17/2017,0.33,1,0
LARGE QUEEN ROOM FOR THE HOLIDAYS,24370211,Yety,Brooklyn,Williamsburg,40.71138,-73.95385,Private room,52,6,1,1/11/2016,0.02,2,0
"Luxury Astoria 1BD apt, 20min from Manhattan",24009463,Vadim,Queens,Long Island City,40.76586,-73.93342,Entire home/apt,150,3,63,6/20/2019,1.34,2,187
"Bright, art-filled elevator apt, LES/Chinatown",3237577,Eddie,Manhattan,Chinatown,40.71585,-73.98982,Entire home/apt,170,3,94,6/23/2019,1.71,1,7
Cool artist apartment in Williamsburg/Bushwick,9633085,Henrique,Brooklyn,Williamsburg,40.70659,-73.94049,Entire home/apt,132,4,7,8/20/2018,0.16,1,0
Cozy apartment in Brooklyn,24374791,Emelie,Brooklyn,Bedford-Stuyvesant,40.67893,-73.95236,Entire home/apt,90,4,12,4/14/2016,0.22,2,0
VIEWS VIEWS VIEWS from Designer Apt,4655338,Danny,Brooklyn,Williamsburg,40.71751,-73.95839,Entire home/apt,525,6,28,6/16/2019,0.5,1,365
Private Retreat on Central Park,8778846,Max,Manhattan,East Harlem,40.79315,-73.94787,Entire home/apt,249,1,67,9/23/2016,1.25,1,0
Ideal One Bedroom on UWS,24381419,Adam,Manhattan,Upper West Side,40.79973,-73.9711,Entire home/apt,160,2,6,8/9/2015,0.11,1,0
Harlem Brownstone - It's Historic!,24382598,Leesa,Manhattan,Harlem,40.81455,-73.94471,Entire home/apt,125,1,142,7/1/2019,2.55,1,266
Luxurious Upper East Side Duplex,34915,Anna,Manhattan,Upper East Side,40.77169,-73.95583,Entire home/apt,500,7,0,,,1,0
"Fresh, Quite and Poppin.",21466735,Stephen,Brooklyn,Carroll Gardens,40.68234,-73.9932,Private room,65,1,0,,,1,0
Gramercy/Kips Bay 1BR- the best! ,5279180,Jane,Manhattan,Kips Bay,40.73951,-73.9827,Entire home/apt,170,3,0,,,1,0
Charming Upper West Side Studio,1887912,Anna,Manhattan,Upper West Side,40.78657,-73.97161,Entire home/apt,150,30,31,5/21/2019,0.59,1,213
Room in a 4 bedroom Apt. in Harlem,14140782,Adam,Manhattan,Harlem,40.81535,-73.95322,Private room,80,1,0,,,1,0
Bright Design Loft Perfect for Photoshoots,19924780,Ani,Manhattan,Chelsea,40.74968,-73.99381,Entire home/apt,1000,2,95,12/30/2018,1.7,1,353
Huge Sunny Room in UES Townhouse ,23752440,Cris,Manhattan,Upper East Side,40.77065,-73.95702,Private room,175,30,0,,,1,365
Cosy bedroom in Brooklyn duplex,9288052,Lauren,Brooklyn,Clinton Hill,40.68563,-73.95956,Private room,50,2,15,9/9/2018,0.29,2,0
"Spacious, sun filled village haven",855266,Jennifer,Manhattan,West Village,40.73767,-74.0065,Entire home/apt,250,5,1,10/17/2017,0.05,1,0
Cozy Bedroom in Brooklyn,6720617,Nadine,Brooklyn,Crown Heights,40.67116,-73.93582,Private room,40,1,1,1/6/2015,0.02,1,0
Bed-Stuy Brownstone,12729740,Petey,Brooklyn,Bedford-Stuyvesant,40.68467,-73.92863,Private room,75,1,0,,,1,0
Charming 1BD Across from Park,24403405,Naomi,Brooklyn,Crown Heights,40.67163,-73.94265,Entire home/apt,82,1,1,1/1/2015,0.02,1,0
Gorgeous Sunny Studio,24404709,Jane,Manhattan,Upper West Side,40.78635,-73.97616,Entire home/apt,93,30,16,1/7/2019,0.29,1,271
Cozy home in south Williamsburg,405090,Sacha,Brooklyn,Williamsburg,40.7119,-73.96377,Entire home/apt,100,7,6,1/9/2019,0.15,1,0
Harlem,11686822,Douglas,Manhattan,Harlem,40.81169,-73.94301,Private room,75,1,0,,,1,0
"Stylish 3,000 sq ft loft in TriBeCa",724633,Yaroslav,Manhattan,Tribeca,40.72325,-74.00991,Entire home/apt,1000,2,6,3/14/2018,0.25,1,19
Sunny and spacious private room,24413323,Yana,Brooklyn,Williamsburg,40.70828,-73.95481,Private room,65,1,13,11/22/2017,0.24,1,128
Prime Williamsburg Loft Oasis with Garden!,18746337,Adam,Brooklyn,Williamsburg,40.71064,-73.96335,Entire home/apt,250,2,5,6/27/2019,5,1,204
Beautiful Light Filled Apartment in New York City!,10679309,Kirac,Manhattan,Midtown,40.74578,-73.98076,Entire home/apt,130,1,3,4/7/2019,0.08,2,0
"Cosy 2 bed, Gramercy, NYC Apartment",24415699,Charlie,Manhattan,Civic Center,40.71395,-74.00545,Entire home/apt,199,6,0,,,1,0
Private 2-room space (ba and kitchen shared),12261576,Bohdana,Brooklyn,Sunset Park,40.65014,-74.00615,Private room,37,3,10,4/22/2019,0.2,1,6
Sunny Private Bedroom in Bushwick,799566,Sarah,Brooklyn,Bushwick,40.69702,-73.93365,Private room,80,2,0,,,1,0
Hipster-Chic Bushwick Apartment,6898927,Sarah,Brooklyn,Bushwick,40.69738,-73.91162,Private room,33,2,9,1/1/2019,0.19,1,0
Bedroom in Spacious East Village Apt,10503555,Amanda,Manhattan,East Village,40.72717,-73.991,Private room,55,26,0,,,1,0
West Village Gorgeous Chic 1BR Apt,24429897,Roger,Manhattan,West Village,40.73552,-74.00521,Entire home/apt,299,5,0,,,1,0
Beautiful Brooklyn Apartment Share (Purple Room),706623,Emilia,Brooklyn,Bushwick,40.69439,-73.9068,Private room,69,4,5,2/10/2016,0.09,4,98
BEAUTIFUL WILLIAMSBURG BROWNSTONE,1279274,Jena,Brooklyn,Williamsburg,40.71334,-73.96207,Entire home/apt,200,30,0,,,1,0
Modern 1 BD near Prospect Park,17893360,Charles,Brooklyn,Crown Heights,40.67238,-73.95768,Entire home/apt,109,1,18,4/14/2017,0.38,1,0
Bright & quiet 2 bedroom brownstone,6274029,Belle,Brooklyn,Prospect Heights,40.67895,-73.97233,Entire home/apt,200,4,5,12/31/2016,0.1,1,21
Greenwich Village w Private Garden,3570170,John,Manhattan,Greenwich Village,40.72874,-74.00088,Private room,95,2,4,6/2/2017,0.08,1,0
Upper East Side Apatments,4568686,Amy,Manhattan,Upper East Side,40.77556,-73.95245,Entire home/apt,375,4,0,,,1,0
Room in Manhattan (Upper West Side),24454737,Umberto,Manhattan,Morningside Heights,40.81088,-73.95774,Private room,50,14,1,1/8/2015,0.02,1,0
"Luxurious bed in a clean, cozy home",24418383,Christopher,Queens,Astoria,40.75916,-73.91427,Private room,60,1,72,10/16/2018,1.3,1,364
great room in the best place,24459029,Nima,Brooklyn,Crown Heights,40.67083,-73.94944,Private room,44,1,3,7/15/2015,0.05,1,0
Spanish Harlem Apt,1235070,Olson,Manhattan,East Harlem,40.79264,-73.93898,Entire home/apt,9999,5,1,1/2/2015,0.02,1,0
room in prime williamsburg,24461143,Jisoo,Brooklyn,Williamsburg,40.71754,-73.96228,Private room,77,1,0,,,1,0
Holiday Sublet! 20 min to midtown,24462091,Jasmin,Manhattan,Washington Heights,40.84749,-73.9391,Private room,40,6,0,,,1,0
M3 Hamilton's Hideaway Studio,295128,Carol Gloria,Bronx,Clason Point,40.81214,-73.85371,Entire home/apt,110,1,15,6/23/2019,0.49,7,325
"Amazing, classy, safe & convenient!",15821855,Tessa,Manhattan,Morningside Heights,40.81615,-73.95921,Private room,65,1,1,9/14/2015,0.02,1,0
"Spacious, Cool 1-BD in Brooklyn",24467359,Juan-Pablo,Brooklyn,Crown Heights,40.67656,-73.94542,Entire home/apt,85,5,14,2/18/2016,0.26,1,0
1BR Duplex in Heart of Brooklyn with 2 cats!!!,24468833,Amanda,Brooklyn,Prospect Heights,40.67906,-73.96602,Entire home/apt,175,3,19,9/9/2015,0.34,2,88
Spacious 1 Bedroom Apartment,22616989,Don,Brooklyn,Bensonhurst,40.61957,-73.9936,Entire home/apt,93,3,52,6/22/2019,0.99,1,325
Our home is your home.(Vegetarian),6932195,Mindy (...And I'M Jeff),Queens,Fresh Meadows,40.7312,-73.78579,Entire home/apt,375,2,30,7/1/2019,0.66,1,351
Cozy Harlem Escape 20 mins to Times Square,7111318,Morgan Marie,Manhattan,Harlem,40.82784,-73.93704,Entire home/apt,100,3,111,6/23/2019,3.15,1,9
"My home in West Village--Huge, Modern",895109,Jeffrey,Manhattan,West Village,40.73571,-74.00341,Entire home/apt,258,3,57,6/23/2019,1.1,1,320
